feature01;feature02;feature03;feature04;feature05;feature06;feature07;class
-1.528488;-2.2469351;-1.1763548;-0.6631918;-0.90279794;2.5726657;-2.3712292;classB
-2.2498376;1.9133911;2.272251;0.7794422;-0.5531063;-0.4854799;2.8249576;classA
-2.7147114;4.0099177;0.5010387;0.96760565;-0.72332287;0.5106744;2.6825526;classA
2.2293146;-2.5795822;-2.0191329;-0.98913366;-1.3197333;3.5092962;-1.1126393;classB
-0.040586006;1.2298176;2.0282698;-0.49403697;-1.601531;0.5005558;-0.91093636;classA
-1.0647686;-0.04756924;1.0792806;-2.5666144;-1.826662;0.83454454;-0.9687263;classA
-0.75295126;-1.8840927;-2.2618773;2.0276175;1.5892012;-4.054377;1.3991122;classB
1.1692566;0.07190667;-2.6677437;2.7978163;2.0391498;0.048225664;1.2754014;classA
-3.3143797;-1.8323364;-2.3380294;-1.4250913;-2.8029492;0.4721391;-1.2736875;classB
-3.3201127;-0.87045497;-1.9458306;-2.2093158;-3.2370765;0.25516194;-0.3363204;classB
3.9542432;-0.18523936;-0.8293148;5.3847456;-1.5609912;1.1272166;-3.2979627;classA
-5.4438696;-2.9907727;-0.75747335;1.3401577;-4.7267013;4.222196;1.178962;classB
-0.7024795;2.698093;3.4128942;0.22620986;0.33964485;0.58182764;3.15154;classA
-1.0780525;0.910762;1.1277452;-0.7406771;-3.1993828;0.08279137;0.34040192;classA
-3.5866308;1.9185199;2.5564241;-1.1967254;-0.21766333;1.580407;0.27046177;classA
-0.01942246;1.1182647;3.0716968;-0.7898679;-2.2226684;0.23215553;2.316788;classA
2.1443226;-2.1753356;-0.665811;-1.752759;2.8205185;2.7083328;-0.23828287;classA
-4.580738;-0.021225689;1.6816283;2.8295588;-2.0707674;0.25261176;0.46321714;classB
-1.4647973;-2.7072778;0.22555353;-0.42152175;-1.0421088;2.4853232;-1.227977;classB
-0.03431608;-2.9219577;-5.8930793;1.5241193;1.5522016;-5.8182287;2.666682;classB
0.73638743;-3.8127918;-1.7332457;-2.2844553;-1.1330141;2.6283658;0.9830104;classB
1.0568947;0.06607925;-2.4762306;2.378693;0.21854346;0.46330336;-1.69903;classA
0.8068468;-1.785589;-2.24052;-0.98194104;0.40515682;0.90277314;-1.8990957;classA
-3.273291;-1.4840497;-0.92395717;-1.3460481;-2.1963625;-0.27196267;-2.1968904;classB
-1.0691651;-0.5057217;1.2751434;-2.465311;-2.200311;0.9026624;2.1593437;classA
-0.8545895;-2.0439363;-2.2936995;2.31725;2.230183;0.36582214;-1.5267879;classA
1.9108393;-2.4497645;-0.44073734;-2.9031005;1.7506213;2.9289432;-1.3772466;classA
-1.8281684;0.9966494;5.360637;-1.321495;-1.5460961;-0.32917082;0.40278792;classA
-1.8683407;-4.937266;-1.4263232;1.9477388;-4.3760433;0.20507172;-1.8505901;classB
1.9542032;2.2068696;-3.6588802;2.9985218;2.4884033;-0.098539956;2.7955766;classA
-2.0959601;2.5173094;0.94198376;0.7354982;-2.150751;-0.71432126;-0.40699646;classA
-0.91888577;-1.9574288;-2.3217657;0.7800509;-1.209497;-2.6362598;2.9573784;classB
-2.9566128;-2.297602;-0.7713138;-1.4897563;-5.3828;0.25013703;1.1544567;classB
-1.1836824;-3.2305825;-2.880712;2.2110643;-1.3796258;-2.8835196;-0.08067024;classB
-0.32061923;0.6436085;0.56248397;1.7548856;1.7876762;-2.2712286;1.2139478;classB
-1.2647257;1.4584694;3.687035;-1.3928992;-2.271274;0.33756077;4.6158743;classA
-0.7666605;-3.4384644;-2.6006248;-2.1908581;-0.54065067;3.459705;-0.09106051;classB
3.5935214;-0.03008333;-1.4540871;1.5170819;2.0312824;-0.6773061;0.16272227;classA
-0.59668696;0.02659409;0.5654004;-3.6820974;0.8607901;3.8906486;3.4666443;classA
-0.9110634;-0.9238011;-2.8717017;-1.7376562;-1.4597491;2.4137852;-2.2688644;classB
0.23306818;-3.8232527;-0.49775377;-2.4370263;1.0990802;2.7299194;-0.33054483;classB
2.7177105;-2.1950061;1.5457362;3.107864;2.2975564;2.7508626;-2.5014935;classA
-1.1231846;0.12483071;-0.6814823;-3.294344;-1.7440262;2.779031;2.8805528;classA
0.18296543;0.007841872;-3.3529148;2.9452238;2.655815;-0.86289865;0.458427;classA
-3.436877;2.7463484;1.7314458;1.6728047;-1.8351312;0.49944615;2.9023;classB
4.7610397;0.95437753;-2.4723973;1.0561099;0.1773275;2.3270175;-1.4059713;classA
3.512295;-0.71376437;-1.031308;-1.0221831;3.428059;0.90970755;0.54361016;classA
2.1531856;1.5166919;-4.0180674;1.6280767;1.4515065;-0.22366244;-0.017780801;classA
-1.5813695;-0.8600787;-0.44725892;2.5137854;3.7086437;0.82490945;-3.2347593;classA
-2.3574433;0.61005425;0.9652548;-2.932289;-1.6093969;0.44775152;-2.1468995;classA
-3.8964717;-0.68324;-0.115936086;0.5349232;-3.059084;1.5231225;-1.5680158;classB
-4.440001;0.10583197;-0.8989763;1.5983149;-1.3934793;1.2404808;3.5403159;classB
0.63168263;-1.7530934;-0.01985784;0.72003466;1.6079214;1.275533;-2.0255578;classA
-1.1731968;-1.4506985;-0.4432023;1.8283736;-4.35731;1.7901343;0.044988394;classB
-2.8064752;2.0892656;4.6803026;-0.5814406;-2.5551507;0.5652945;0.25585857;classA
-3.0699003;-0.7934954;-1.7511983;1.4135708;-0.17940989;-2.6243215;3.210977;classB
-1.8740658;-1.0570468;-0.1633049;-1.3246336;-3.1899765;1.7133056;0.16596489;classB
0.05418704;2.2706356;3.539384;-0.8143026;-2.2390342;0.10064654;1.5483972;classA
-1.4430505;-3.1760895;-2.483403;0.34684414;-1.5402291;-1.3173488;2.8183658;classB
-0.37532037;-1.6386052;-1.9473534;-1.6715153;-3.766034;0.17169185;-1.850146;classB
-2.1465976;0.8870202;0.6401802;-2.4002001;-0.88056886;2.8653185;-1.6358267;classA
-5.4519515;1.1983958;-0.4902747;1.5480312;-3.6194644;-0.2705028;-4.134931;classB
-3.5053008;-1.5288157;-0.3067741;0.758694;-1.2031988;1.7179345;-3.2678394;classB
-1.2027056;-4.594589;-1.0360597;-2.084821;-0.65726334;3.5216353;-0.3666487;classB
-0.19730374;-1.1551892;-1.9086461;2.898016;1.8498018;0.8564609;-1.7006922;classA
-1.2726172;0.4242975;-0.07820264;1.0422299;-0.50652784;-1.3654035;2.8858085;classB
-4.030428;-0.8511779;-1.9664205;-0.56166834;-2.942936;0.27005446;-1.7567391;classB
-3.4039767;-1.4855208;-3.6768053;-2.752834;-0.8863791;1.0348582;-1.4948884;classB
-1.2475452;0.7320959;3.5009866;-1.6976753;-1.1562039;2.7304087;3.3797932;classA
0.4780521;1.4552075;3.123925;-0.074149966;-1.4732199;2.641126;3.315873;classA
-1.6055738;-2.0382957;-1.2061049;2.9393606;-0.7772335;-1.1700351;-1.6835703;classB
0.6538606;0.17147012;-1.3632892;3.983629;1.877381;2.6992948;-1.6324215;classA
-1.7814139;3.9066703;2.5540204;-1.3391374;-0.44626656;2.4562745;0.507376;classA
-2.0319834;-4.41899;0.014357036;1.3990422;-4.2400203;0.009317076;-1.0342116;classB
-1.8296002;-2.177057;-0.10363588;0.7492113;-2.1322513;-0.9889685;1.4823688;classB
0.11282446;2.2432694;1.4438121;-1.9069753;-0.5466741;2.0204604;-0.2094659;classA
-0.24574353;-2.0141597;-0.032646332;0.5963788;5.6663103;-0.7654096;-0.61990994;classA
3.9473808;0.6204764;-2.5621502;1.8871416;1.0417855;0.1698867;-0.14373651;classA
0.12621494;-2.9005735;-0.51741767;2.298203;1.856338;2.8406298;-1.7094359;classA
-0.7660478;0.9437937;-0.13490865;-3.5054846;-2.0695703;3.508334;3.0973024;classA
3.3324277;-3.0569243;-3.5343196;0.60162467;-1.7142267;-1.7985096;-0.21440692;classB
-1.7688471;0.54969466;1.1502731;-1.1033149;-2.4842117;-1.5621815;0.27625147;classA
0.527247;-3.697529;-1.2111237;1.6538054;-0.052236337;-3.4172273;-1.1434726;classB
-0.78407705;-2.6690605;-2.2095768;-1.8115255;-1.5286618;1.8930929;-1.5890347;classB
-3.4697917;-0.8913012;-2.1315472;-1.8484304;0.8872437;0.01646737;-4.053726;classB
-5.5093346;0.57296395;-2.2375968;0.07773318;-3.9193776;0.22073421;-3.136976;classB
-0.14757995;-1.1190004;-1.6712962;-1.3033011;-0.19324699;3.2775345;-3.0190032;classB
-0.75647026;-0.73887414;-1.8304837;2.190236;2.9905539;1.8424526;-0.17470305;classA
-1.4419492;2.3068888;2.554248;-1.0817662;-0.9183355;2.6431482;1.865757;classA
-0.47550088;-2.404683;-2.37049;1.4186137;-1.2066022;-1.1120483;1.3898114;classB
1.2258003;1.3196336;3.0101454;-2.5354676;-0.2820453;3.2374952;1.6080095;classA
-3.010015;0.012214444;0.85348094;-2.794161;-1.4363364;-1.4056474;-1.0871575;classB
-2.2044241;-1.1301717;-1.8590027;1.66036;-1.1509799;-1.6295629;1.7283639;classB
2.2879598;-1.970452;-2.2288237;-1.31277;0.3296453;0.55928665;-2.5400126;classA
-2.5034635;2.1333547;0.6381968;0.7932254;1.9318573;-1.4160265;4.6391096;classB
2.7649248;-2.4570673;-1.6182078;1.7635453;-0.9943315;1.7743258;-4.404539;classA
-1.3354955;-1.2266551;-0.8596615;0.5696766;-2.0549939;-2.2932744;2.4730265;classB
-1.7989184;-5.9182243;-3.3461962;2.1039712;-3.1585753;-2.9929812;-1.529569;classB
4.064866;-1.1802533;-3.2869124;-0.56539166;2.1489599;-1.3383535;0.085510924;classA
-3.001312;2.2480912;0.81566036;-1.7754573;-1.6378964;1.3416252;0.3508889;classA
-0.09200723;-0.95756;-2.2205057;-0.58592045;-0.62291956;3.3234704;-2.6251404;classB
-0.6864186;-3.2063594;-1.86523;1.4239465;-3.6958585;-1.7208822;0.016832808;classB
-1.915012;-3.4480984;-2.0182533;-0.46766874;-1.3765075;3.3197653;-1.6267744;classB
-2.9901335;-3.5079367;-2.4787712;-1.4711679;-0.11662005;3.6077046;-1.7491832;classB
-1.663337;-2.380282;0.42610824;1.4298698;-0.96482253;3.579008;-3.6161392;classB
-3.8979936;2.9289448;1.8337708;-0.33957416;-0.44997102;0.9361844;-1.1168041;classA
-1.5304474;-1.5315166;-1.6246837;-1.1747154;-0.4378912;3.0660741;-0.89748985;classB
0.9019027;1.0214562;-0.10824447;-2.8217523;-0.64905417;3.0131335;0.09474146;classA
-0.025780264;-1.9745712;-0.16243558;2.605659;1.7208279;1.2254694;-3.8286233;classA
-1.1739588;-3.0291817;0.803305;0.27649906;-2.6800497;3.412943;0.26880148;classB
-0.16698633;-2.1572332;-1.4416875;-0.1198745;-3.3560944;-0.46526897;2.1196573;classB
-1.4606056;-1.1692852;-0.76107264;0.95461154;-0.8638202;-2.1516373;2.1177351;classB
-0.88517207;-1.4495028;-1.7098527;1.2049122;-2.648875;2.660872;-3.0382197;classB
0.79816085;2.9669487;1.4508449;0.3529496;0.17463923;-0.62516224;2.1910524;classA
-1.0885757;-1.0805138;-1.484271;4.0915728;0.84550023;0.9148807;-3.853516;classA
-1.364859;-4.510207;-1.0561517;2.1780674;0.18164189;-3.625122;-1.0779853;classB
-0.67086345;0.8949967;-2.554592;0.5246072;-1.5721884;2.8855083;-2.9862707;classB
-1.3841712;-0.31977767;1.1607331;-3.1174889;-2.2012768;1.7231596;1.6189471;classA
-2.120368;-1.1087359;-1.486253;-4.2618303;-2.4339964;-0.35908946;1.2322577;classB
1.1844335;-1.5745648;-1.017406;-2.165706;0.77525276;1.6370406;-2.8492582;classB
2.1442673;0.0012554108;-3.2392159;2.4218159;0.59768623;1.8427671;-1.6132815;classA
-0.3680413;-2.978145;-1.0193129;1.3465608;1.2396698;2.3909075;-3.1467617;classA
-3.375508;-2.5655491;-0.8258795;1.8271822;-3.4924269;-0.8517362;0.80863833;classB
-2.8137002;0.7987452;-2.7209504;2.4814327;-1.4013108;-1.9280434;3.123229;classB
-2.5616503;0.1055451;-2.381145;-1.3793888;-2.3855495;0.18128356;-2.2518573;classB
0.4087708;1.8896599;2.6698523;-1.5690961;-0.83986336;2.789991;3.2386355;classA
-0.09101755;1.2332983;2.743155;-2.3926618;-0.7775395;2.6243303;0.8962957;classA
-1.8034208;0.39192647;4.4815807;-1.0514162;-1.6886237;1.3326029;3.5082095;classA
-3.0746424;0.41193536;0.8805908;-3.418123;-2.5127978;1.1304708;-0.0976012;classA
0.27689308;4.1173553;4.1788754;0.31098035;0.11264595;1.978342;2.32973;classA
-2.3709543;-0.7398504;-0.94799614;0.96362615;-3.9625547;1.5668801;1.7601651;classB
1.7426206;-4.457265;-1.7680298;-2.436344;2.0328643;4.741876;-0.6639565;classB
1.2383453;-2.45057;-2.3997364;1.1824266;0.08454918;-5.121961;0.9213864;classB
-2.043181;-1.4999093;1.1206365;1.7918304;-4.356774;-0.63747513;-0.13135377;classB
-2.8222184;0.31441158;-0.16715172;1.7376286;-1.2593622;-0.2955977;2.6441057;classB
2.9318955;-0.93102205;-2.9520164;1.5265324;-1.2254086;-5.7761607;1.15667;classB
1.9596734;-2.544359;-1.3308715;0.71655595;1.5528843;2.2293053;-2.930645;classA
-1.1760317;-2.6795502;-2.888341;1.2646312;0.71665543;-1.4791758;2.16331;classB
1.4382226;-2.4117868;-0.8749997;3.4300947;0.43042043;3.4842806;-3.2488961;classA
-2.6766438;1.0080837;2.1096494;-0.23793073;-3.376645;0.7339788;2.062287;classA
1.3916619;-1.460691;0.047628023;0.48862877;2.391378;2.291596;-1.4520824;classA
-3.0213966;-0.787026;2.1316822;-0.96087813;-4.172606;0.25489163;3.0071697;classA
5.0013294;-3.144015;-1.363022;-3.1967692;2.860379;0.077617675;0.5093172;classA
-4.599259;-1.6203624;0.04908039;-0.6677886;-3.519752;-1.1697828;-2.1338413;classB
-0.71565765;-1.5324582;-3.5812156;1.544222;0.07777171;-2.4400172;1.9521301;classB
-3.269957;1.5082248;-0.17256989;1.0152502;-1.6711193;-0.6652548;4.6331263;classB
0.3705121;-3.751342;-0.45244142;-2.9567442;0.6290808;2.7289405;0.49560976;classB
0.75332433;0.14753234;-4.386637;0.90217066;0.45001075;-0.19862354;0.30467477;classA
-2.8123572;1.193122;-0.98812914;1.2846572;-0.5443203;-0.6610511;3.497448;classB
-2.2115004;-1.1957755;-2.6155982;-2.547824;-0.815572;1.1770089;-1.2256773;classB
-2.1629646;-4.3911853;-2.5682194;1.3169932;-1.86462;-2.6776612;0.9795628;classB
-1.1378039;-4.134857;-1.1400932;-1.3894739;-1.341391;4.1134434;-0.8851776;classB
0.073636964;0.9724838;0.76008993;-2.5917041;-1.3384953;0.23645604;-0.643622;classA
1.6263671;-1.9844072;-2.4162924;0.9906742;-2.1757207;-2.4141114;0.4944197;classB
-2.9893122;2.1660593;1.2884429;-2.4529538;-0.53243285;3.0337071;1.1926411;classA
-0.9706424;-0.62140757;-2.706416;1.8293818;-3.843917;-0.26077768;1.3287196;classB
-1.6730007;0.53071916;-0.39686248;-1.1813498;-2.4100726;-0.109691136;-0.6669796;classB
0.5252895;-3.2892234;-0.5040128;1.7319759;-0.976084;4.2511997;-4.365839;classA
2.4159212;-0.8057864;-2.3904192;1.4746132;2.7172117;-0.55095905;-0.8721677;classA
0.85732317;-0.3532134;-4.089369;-1.5035256;0.26628682;-0.627169;-0.52038246;classA
-1.4801009;-3.4163373;-2.142759;-0.9110881;-1.6199272;3.0574327;-1.400938;classB
-2.0330145;-1.0606903;-2.3236775;-0.3243609;-0.7986943;1.0162;-3.1301365;classB
-2.1954226;0.39646712;1.7404598;-1.7371589;-1.9057577;2.5148852;0.8997075;classA
1.4926703;-3.680105;-0.5104657;2.1989794;1.0871083;1.3438101;-4.3379354;classA
-1.011461;-1.0511483;-3.6263201;-0.54913545;1.4516996;-0.50593;1.6886814;classA
-3.7549858;-4.121711;-2.133784;-1.5891376;-0.2987142;2.580324;-1.4024433;classB
-1.2233589;1.3251686;-1.2374669;1.9945886;-2.4864664;-1.8352132;2.2553923;classB
1.5929568;-1.8876947;-2.828967;2.4541466;4.9636836;0.8041778;2.7593393;classA
1.455482;-0.7081654;-0.7946654;3.4091995;2.0176656;2.9631507;-1.9481088;classA
-0.28824142;-0.88241506;-1.2050565;1.0096946;-0.30249622;-4.0436068;3.1844242;classB
-1.0457758;1.6832048;1.9239173;-1.7077892;2.0470421;3.088854;2.3374274;classA
-0.6286645;3.212385;1.0845554;-0.72501147;-0.53939646;2.089161;1.7367711;classA
-0.92655534;0.38597596;-2.8975995;-3.5820963;-1.6131701;-0.40580714;-0.7763253;classB
-0.92749894;2.6852794;0.7761854;-0.3738372;-0.6430997;-0.55427855;-0.0697602;classA
-2.0421145;1.6283085;-1.9616153;1.1321352;-0.8560369;-1.6996737;4.567559;classB
0.08022809;-1.3257508;-2.3331058;0.7164198;3.497031;1.6175213;1.6845505;classA
1.5596794;-2.2288115;1.104792;2.0943356;0.6698797;2.9983165;-3.6400418;classA
-2.3824544;1.9343426;0.20529808;-1.6034843;-1.2941846;0.7900296;1.0063505;classA
-4.2694526;-0.22808194;3.1983266;-1.3892152;-3.3087425;1.2828937;0.935272;classA
-2.1261718;0.20089701;-2.6367884;-2.9615479;-2.0134103;2.4674745;1.6701894;classA
2.5776763;-0.10609993;-3.0457203;0.38150358;-0.9912142;1.0909253;-1.3995988;classA
-1.9566478;-2.821552;-0.26619914;-0.8597304;1.1499292;4.4083333;-1.6237701;classB
0.08962859;0.6661307;1.6048188;-1.971003;-1.0506852;2.614483;4.2629375;classA
0.682756;-2.6315467;-2.485185;1.2341399;1.5549785;-3.2767885;0.85007143;classB
-1.7168701;-1.1491987;-1.8302197;2.1423767;-1.6672906;-2.9435046;1.5979114;classB
-0.37210298;-2.0442004;-1.9225081;-1.0962871;0.14044952;2.6907685;-2.236607;classB
-2.6125364;-2.4485111;-1.7409478;-3.7077303;-1.1644317;1.1385387;0.1094483;classB
-2.379159;-0.62492776;-0.7320304;-2.6991982;-3.2403996;1.0248575;1.0961357;classB
-2.8056278;-3.4574027;-1.8969725;2.5275908;-1.5746318;-1.5387179;-0.57800066;classB
0.05954541;1.3487346;1.7255726;-2.2954862;-0.805336;1.8516157;1.1080292;classA
1.0652286;-1.4914633;-3.3607628;-0.26593408;1.0017486;-1.0386384;-1.4136446;classA
-1.2298454;2.5021503;-0.36338413;-1.5744987;-1.8988863;2.2802317;3.0924513;classA
-0.740748;-0.21271628;-0.22135372;-3.4758437;-2.7841835;-1.4620473;-0.6000728;classB
-3.4817576;-3.7035575;-0.23734652;-0.61629593;-0.07062197;3.6600516;-0.78802836;classB
-1.4315655;-1.6118598;-4.469399;0.93660736;-1.0235254;-2.5514467;3.80277;classB
-1.6382266;2.684346;3.910854;-1.0257905;-2.1027284;0.46404278;1.5620668;classA
-1.3295338;-1.182453;0.050991915;1.3067842;-0.47550386;-1.498762;1.0460323;classB
-3.2282777;-2.64597;-1.4022784;2.2285962;-3.0752242;-1.5222387;0.7476719;classB
-1.8662335;-0.4506404;-2.184896;-2.3949325;-0.9971664;2.0288007;-0.12761083;classB
-0.6486874;-5.248228;-2.59192;-2.1454945;0.4900243;4.9898834;-0.9029599;classB
0.05303478;1.3099926;-0.26413944;-2.9692972;0.30398348;3.8893588;1.9313319;classA
-3.7483842;-2.6928759;-0.7262035;1.8029102;-1.9550434;-2.0519326;1.2977121;classB
-2.4691868;-2.6688125;-2.6124818;-1.8983214;-1.2507015;1.6563711;-1.1131423;classB
-1.2599021;-2.020554;-0.3441921;-2.1108832;-4.642034;-0.5137088;0.344267;classB
-0.054405242;2.6568005;-0.6609856;-1.7404498;-1.6676546;3.5622375;0.62452865;classA
-1.2245978;0.1089009;0.50442266;-1.5621729;-2.2028294;-0.0049169413;0.16712058;classA
-1.642704;-1.1025137;-2.7922335;0.5873511;-1.759369;-0.9293302;3.3774927;classB
-1.5989625;-0.7364351;-0.8729244;1.9356296;-2.0135345;0.8039345;0.6576256;classB
1.481413;-4.511001;-0.33390653;-0.2787381;2.6123135;1.0272232;-1.9557654;classA
-2.8412457;1.9654653;-3.2755182;-1.5228131;-2.152516;1.1093556;1.498836;classA
-1.7500879;-3.2578878;-0.7751058;0.99599797;-1.0889912;3.5316534;-2.6892672;classB
-1.0418428;-0.5871976;-0.9055248;5.1990395;0.7174127;2.4441226;-3.465786;classA
-4.11847;1.0131449;-1.1295743;-2.5581481;-2.106855;1.1768275;-0.5847238;classA
-2.2012653;0.6452162;2.263174;0.08296314;-1.6082094;0.77334493;3.7449827;classA
0.6379353;-0.9915881;-3.22016;3.6065986;3.041145;0.9276494;0.9365087;classA
-4.355574;-2.346326;-0.93310255;-0.34992826;-3.9569259;1.6174341;-0.48263073;classB
1.9946629;-2.4412153;-1.82682;-2.9669046;-1.3775954;1.3481247;0.19041535;classB
-0.9392125;-3.5914352;-1.409124;1.2627997;-2.2568321;4.882171;-2.3353055;classB
-1.8947637;-0.7650772;-1.1244383;0.59349924;-0.65503883;-0.79616255;3.218436;classB
-3.8657165;0.59801966;0.12153622;-2.493452;-2.5675023;1.8167384;-0.8380958;classA
-1.8404628;0.1648265;-1.4608035;-2.5380142;-2.6065717;-0.8713137;-1.5706016;classB
0.024294516;-3.081246;-2.894087;-0.21555364;-0.9026978;3.7392926;-3.1089134;classB
-1.8810974;1.0236757;0.10589324;-2.3359833;-1.7473869;0.937463;1.8468505;classA
-0.94149333;-2.610615;-2.0339754;-1.9789937;-0.9025772;2.1334386;0.12525609;classB
0.0038244994;-3.280732;-2.9056625;1.2144039;-2.717403;0.23039486;-0.6290688;classB
-2.1902218;-2.8090863;-1.3944167;2.6063178;-0.016427217;5.5374675;-4.9408426;classB
-0.6723141;-0.8971969;-1.5727589;-3.0617719;1.6108845;0.67137176;-2.0213108;classB
-0.08576596;-1.7508699;-0.61495346;1.8352876;-2.7991152;-2.7157245;-0.39318904;classB
0.9756582;-4.687068;-4.536282;-0.0113124335;-3.7151885;-0.4020463;1.1880326;classB
-4.40289;0.04524084;-1.451777;2.7751024;-1.3419846;-0.5780416;2.007471;classB
-1.0728658;-2.0252056;-0.54215574;0.61760676;-3.3693368;1.2557931;1.4273847;classB
0.8078389;-3.5844946;-2.2281091;-0.9098344;-2.829308;3.8696115;-0.100963876;classB
0.9722851;-3.1456726;0.91543555;2.47548;-1.0683391;4.1048;-5.283463;classA
-0.6912168;-0.23095162;1.0303342;-3.5867028;-1.3131958;3.3655572;0.21734232;classA
-1.6448237;-2.4067118;-4.0432487;0.14243212;-0.94587874;3.8317792;-3.212552;classB
-1.6343743;-0.95001966;-1.1450238;1.0417373;-2.9178283;-0.20049986;2.3338735;classB
-1.9920906;1.9102303;1.3445127;-0.511767;-1.5622079;1.5172641;-0.48056728;classA
4.6594176;-0.054752946;-0.27575153;2.1198444;0.91723466;1.3522056;-1.4225779;classA
4.4380703;-1.2740356;-3.0712512;-0.4241275;-0.61156046;1.8205986;-0.7930553;classA
-0.53485113;-2.7449121;0.104492545;2.5190952;-1.0537925;3.350591;-5.984103;classA
-2.4942036;-0.041715976;-1.0415099;2.17059;-1.5515332;-1.484709;1.494845;classB
2.5157232;-1.9772371;-0.32304972;0.19859645;-2.3783834;2.1259503;-5.512349;classA
-4.497613;-0.6437977;-1.7628481;-1.4831606;-2.4720912;0.665893;-1.2908117;classB
-3.1632397;0.5190117;3.5061688;-1.9247246;-3.9758108;1.5610439;2.010855;classA
0.764543;1.7821505;-4.7802086;1.4011636;1.1108283;-2.5571752;1.7205243;classA
0.45657158;-2.8973463;-1.545447;-1.2777987;1.1251609;2.9217753;-2.7354238;classB
0.3470788;-1.8111705;-3.7140884;-0.24162818;-1.3320112;-2.498505;3.9981463;classB
-0.046605386;-3.9558063;-0.106327735;3.2022445;0.37593532;2.3608582;-4.8330975;classA
-2.995389;0.4833548;-2.5565007;1.4756349;-2.485241;2.276026;-5.284096;classB
2.22302;-3.3170984;-0.6811905;-0.5075472;-0.58485156;2.2133489;-4.382209;classA
0.0047700396;-2.7654788;-1.5258363;2.0898936;2.0134578;2.1516902;-2.8004506;classA
0.14125112;1.9343204;-0.6642362;-1.6280596;-2.6752336;1.7605326;0.08476423;classA
2.3910549;-0.21622029;-1.7627978;-0.41990757;3.8295465;-0.5000963;0.6577473;classA
-2.8507469;-2.1300256;-2.6672878;-1.8733666;-1.1858592;0.52090037;-2.8641658;classB
2.1726036;2.1235733;2.3675091;-1.8290442;-1.0130284;3.2803724;1.8636622;classA
-0.8451142;-3.2877321;-0.880722;-2.6203272;-1.8950818;1.9055262;0.46925542;classB
-3.5235753;-0.9443469;-2.0961049;0.5612599;-1.3524667;2.2365694;-3.919737;classB
-5.7649426;1.5523503;1.0192558;-1.765518;-2.9667165;-0.40934145;-0.5787896;classA
-1.7514393;-0.38350528;-3.26895;0.9482336;-1.746937;-1.3382366;3.890161;classB
-2.473875;1.2462468;0.12776044;-2.310624;-2.4851453;1.4022175;1.2502238;classA
1.0132034;-3.51693;0.9752435;2.9842389;2.592661;2.9966197;-4.8204927;classA
3.302473;-0.39181152;-0.365737;1.7494156;0.7505007;1.2816728;-1.7310619;classA
0.7286943;-1.1753976;-1.0392435;4.196044;2.0979936;0.8484599;-1.2074152;classA
0.9207134;1.506099;0.45173666;-2.6140902;-0.22074875;3.4267564;3.7602835;classA
-1.8615164;1.2901065;1.0549906;-2.2370906;-0.7641982;3.2166984;1.2404904;classA
-1.3280383;1.0011656;0.15192918;-3.259573;-2.7055087;1.6863799;-0.76770055;classB
0.05925128;-0.6764077;-5.372321;0.55994576;-0.57819104;-1.3138115;4.2447224;classB
-2.2893536;-1.755854;-0.114854716;-2.0200543;-4.582565;0.35804674;0.3115984;classB
-5.16482;2.2567232;2.7262928;-0.09214529;-2.6137528;0.67207545;1.0266917;classA
-1.9744918;-2.1900086;-2.2143476;1.3596969;0.17818324;4.001449;-3.2485402;classB
-0.4979566;0.07202572;-3.1126502;-2.7551699;-1.9235051;0.030043233;-2.2762709;classB
-1.2932768;-2.3742611;-1.938058;-4.6825523;-1.6037182;-1.1943909;0.42918926;classB
-1.9573026;-0.14430614;-1.1695803;-1.9244928;-0.64737064;-0.3820822;-2.5077455;classB
3.0314155;-2.6160958;-1.0410674;0.81803346;3.3971655;2.1770241;0.93372005;classA
1.0322245;-2.656769;-2.6962647;0.46702304;-3.3234706;-0.41905242;0.9473632;classB
-4.739924;-0.9963585;0.59569126;2.471202;-0.74485373;-1.4270636;1.4436805;classB
-0.9443452;-3.3102798;-1.2002023;2.1086195;-2.4912841;-2.5255818;-1.0758955;classB
1.7766377;-2.8743544;-3.0983548;1.0660597;2.5185993;-5.0403748;1.4332843;classB
-0.35333002;-0.24265856;1.9652119;-1.5709708;-0.13220109;2.0161595;1.8847487;classA
2.2251406;0.7521285;-2.737241;0.0067147035;3.4937737;-0.655727;4.158157;classA
-2.4048655;0.85833114;-2.081331;-6.1822214;-3.794678;-2.8766675;2.2345283;classB
-1.3265492;-2.1769645;-1.3215927;-1.4958788;-0.9381305;0.98426926;-1.3847775;classB
-2.9880257;1.2079235;2.9418612;0.5428931;-1.4174657;-0.96777284;-0.09047303;classA
2.263367;-2.4059007;-1.3540572;-1.3781991;2.4695535;4.170896;-1.974221;classB
-0.51462;-0.18687712;-2.9358842;-1.1399646;0.46538424;2.725557;-3.5826192;classB
2.7659895;-1.2337955;-3.1370285;1.2008351;-0.13261676;1.9846786;-0.23682885;classA
2.484591;-0.7929322;-1.7048147;1.158873;1.4774061;1.3659309;0.96223927;classA
0.042718053;3.908386;1.6977988;-0.46358237;1.054177;2.530266;4.0449185;classA
-3.652533;-0.7110523;-1.3277858;2.4578147;-2.4486666;-0.015263062;0.82628554;classB
2.4257624;-3.5401378;-3.8098738;0.5088968;-0.25607646;-3.8454459;1.3309897;classB
